name,year_period,year,recclass,continent,country,mass_cleaned,mass_bin,recclass_clean,fall,reclat,reclong
Yamato 86370,20th Century,1986.0,H4,Antarctica,Antarctica,3.32,1-10g,H4,Found,-71.5,35.66667
Yamato 86371,20th Century,1986.0,H4,Antarctica,Antarctica,5.75,1-10g,H4,Found,-71.5,35.66667
Yamato 86372,20th Century,1986.0,H4,Antarctica,Antarctica,5.89,1-10g,H4,Found,-71.5,35.66667
Yamato 86373,20th Century,1986.0,H4,Antarctica,Antarctica,5.67,1-10g,H4,Found,-71.5,35.66667
Yamato 86374,20th Century,1986.0,H4,Antarctica,Antarctica,5.66,1-10g,H4,Found,-71.5,35.66667
Yamato 86375,20th Century,1986.0,H4,Antarctica,Antarctica,4.32,1-10g,H4,Found,-71.5,35.66667
Yamato 86376,20th Century,1986.0,H4,Antarctica,Antarctica,4.2,1-10g,H4,Found,-71.5,35.66667
Yamato 86377,20th Century,1986.0,H4,Antarctica,Antarctica,4.21,1-10g,H4,Found,-71.5,35.66667
Yamato 86378,20th Century,1986.0,H4,Antarctica,Antarctica,4.93,1-10g,H4,Found,-71.5,35.66667
Yamato 86379,20th Century,1986.0,H4,Antarctica,Antarctica,4.73,1-10g,H4,Found,-71.5,35.66667
Yamato 86380,20th Century,1986.0,H4,Antarctica,Antarctica,4.95,1-10g,H4,Found,-71.5,35.66667
Yamato 86381,20th Century,1986.0,H4,Antarctica,Antarctica,4.61,1-10g,H4,Found,-71.5,35.66667
Yamato 86382,20th Century,1986.0,H4,Antarctica,Antarctica,4.15,1-10g,H4,Found,-71.5,35.66667
Yamato 86383,20th Century,1986.0,H4,Antarctica,Antarctica,4.59,1-10g,H4,Found,-71.5,35.66667
Yamato 86384,20th Century,1986.0,H4,Antarctica,Antarctica,4.43,1-10g,H4,Found,-71.5,35.66667
Yamato 86385,20th Century,1986.0,H4,Antarctica,Antarctica,4.93,1-10g,H4,Found,-71.5,35.66667
Yamato 86386,20th Century,1986.0,H4,Antarctica,Antarctica,3.24,1-10g,H4,Found,-71.5,35.66667
Yamato 86387,20th Century,1986.0,H4,Antarctica,Antarctica,4.14,1-10g,H4,Found,-71.5,35.66667
Yamato 86388,20th Century,1986.0,H4,Antarctica,Antarctica,3.7,1-10g,H4,Found,-71.5,35.66667
Yamato 86389,20th Century,1986.0,H4,Antarctica,Antarctica,5.18,1-10g,H4,Found,-71.5,35.66667
Yamato 86390,20th Century,1986.0,H4,Antarctica,Antarctica,3.99,1-10g,H4,Found,-71.5,35.66667
Yamato 86391,20th Century,1986.0,H4,Antarctica,Antarctica,4.27,1-10g,H4,Found,-71.5,35.66667
Yamato 86392,20th Century,1986.0,H4,Antarctica,Antarctica,3.95,1-10g,H4,Found,-71.5,35.66667
Yamato 86393,20th Century,1986.0,H4,Antarctica,Antarctica,3.36,1-10g,H4,Found,-71.5,35.66667
Yamato 86394,20th Century,1986.0,H4,Antarctica,Antarctica,3.31,1-10g,H4,Found,-71.5,35.66667
Yamato 86395,20th Century,1986.0,H4,Antarctica,Antarctica,3.2,1-10g,H4,Found,-71.5,35.66667
Yamato 86396,20th Century,1986.0,H4,Antarctica,Antarctica,3.12,1-10g,H4,Found,-71.5,35.66667
Yamato 86397,20th Century,1986.0,H4,Antarctica,Antarctica,3.09,1-10g,H4,Found,-71.5,35.66667
Yamato 86398,20th Century,1986.0,H4,Antarctica,Antarctica,3.51,1-10g,H4,Found,-71.5,35.66667
Yamato 86399,20th Century,1986.0,H4,Antarctica,Antarctica,4.27,1-10g,H4,Found,-71.5,35.66667
Yamato 86401,20th Century,1986.0,H4,Antarctica,Antarctica,2.59,1-10g,H4,Found,-71.5,35.66667
Yamato 86402,20th Century,1986.0,H4,Antarctica,Antarctica,3.4,1-10g,H4,Found,-71.5,35.66667
Yamato 86403,20th Century,1986.0,H4,Antarctica,Antarctica,1.13,1-10g,H4,Found,-71.5,35.66667
Yamato 86404,20th Century,1986.0,H4,Antarctica,Antarctica,3.42,1-10g,H4,Found,-71.5,35.66667
Yamato 86405,20th Century,1986.0,H4,Antarctica,Antarctica,1.97,1-10g,H4,Found,-71.5,35.66667
Yamato 86406,20th Century,1986.0,H4,Antarctica,Antarctica,2.96,1-10g,H4,Found,-71.5,35.66667
Yamato 86407,20th Century,1986.0,H4,Antarctica,Antarctica,3.02,1-10g,H4,Found,-71.5,35.66667
Yamato 86408,20th Century,1986.0,H4,Antarctica,Antarctica,3.2,1-10g,H4,Found,-71.5,35.66667
Yamato 86409,20th Century,1986.0,H4,Antarctica,Antarctica,2.27,1-10g,H4,Found,-71.5,35.66667
Yamato 86410,20th Century,1986.0,H4,Antarctica,Antarctica,2.43,1-10g,H4,Found,-71.5,35.66667
Yamato 86411,20th Century,1986.0,H4,Antarctica,Antarctica,2.84,1-10g,H4,Found,-71.5,35.66667
Yamato 86412,20th Century,1986.0,H4,Antarctica,Antarctica,3.61,1-10g,H4,Found,-71.5,35.66667
Yamato 86413,20th Century,1986.0,H4,Antarctica,Antarctica,3.31,1-10g,H4,Found,-71.5,35.66667
Yamato 86414,20th Century,1986.0,H4,Antarctica,Antarctica,2.46,1-10g,H4,Found,-71.5,35.66667
Yamato 86415,20th Century,1986.0,H4,Antarctica,Antarctica,2.89,1-10g,H4,Found,-71.5,35.66667
Yamato 86416,20th Century,1986.0,H4,Antarctica,Antarctica,3.62,1-10g,H4,Found,-71.5,35.66667
Yamato 86417,20th Century,1986.0,H4,Antarctica,Antarctica,2.32,1-10g,H4,Found,-71.5,35.66667
Yamato 86418,20th Century,1986.0,H4,Antarctica,Antarctica,3.66,1-10g,H4,Found,-71.5,35.66667
Yamato 86419,20th Century,1986.0,H4,Antarctica,Antarctica,2.55,1-10g,H4,Found,-71.5,35.66667
Yamato 86420,20th Century,1986.0,H4,Antarctica,Antarctica,3.83,1-10g,H4,Found,-71.5,35.66667
Yamato 86421,20th Century,1986.0,H4,Antarctica,Antarctica,3.82,1-10g,H4,Found,-71.5,35.66667
Yamato 86422,20th Century,1986.0,H4,Antarctica,Antarctica,3.47,1-10g,H4,Found,-71.5,35.66667
Yamato 86423,20th Century,1986.0,H4,Antarctica,Antarctica,2.7,1-10g,H4,Found,-71.5,35.66667
Yamato 86424,20th Century,1986.0,H4,Antarctica,Antarctica,4.21,1-10g,H4,Found,-71.5,35.66667
Yamato 86425,20th Century,1986.0,H4,Antarctica,Antarctica,3.41,1-10g,H4,Found,-71.5,35.66667
Yamato 86426,20th Century,1986.0,H4,Antarctica,Antarctica,2.22,1-10g,H4,Found,-71.5,35.66667
Yamato 86427,20th Century,1986.0,H4,Antarctica,Antarctica,2.71,1-10g,H4,Found,-71.5,35.66667
Yamato 86428,20th Century,1986.0,H4,Antarctica,Antarctica,2.57,1-10g,H4,Found,-71.5,35.66667
Yamato 86429,20th Century,1986.0,H4,Antarctica,Antarctica,2.45,1-10g,H4,Found,-71.5,35.66667
Yamato 86430,20th Century,1986.0,H4,Antarctica,Antarctica,2.03,1-10g,H4,Found,-71.5,35.66667
Yamato 86431,20th Century,1986.0,H4,Antarctica,Antarctica,1.53,1-10g,H4,Found,-71.5,35.66667
Yamato 86432,20th Century,1986.0,H4,Antarctica,Antarctica,1.88,1-10g,H4,Found,-71.5,35.66667
Yamato 86433,20th Century,1986.0,H4,Antarctica,Antarctica,2.01,1-10g,H4,Found,-71.5,35.66667
Yamato 86434,20th Century,1986.0,H4,Antarctica,Antarctica,1.69,1-10g,H4,Found,-71.5,35.66667
Yamato 86435,20th Century,1986.0,H4,Antarctica,Antarctica,1.71,1-10g,H4,Found,-71.5,35.66667
Yamato 86436,20th Century,1986.0,H4,Antarctica,Antarctica,2.32,1-10g,H4,Found,-71.5,35.66667
Yamato 86437,20th Century,1986.0,H4,Antarctica,Antarctica,1.19,1-10g,H4,Found,-71.5,35.66667
Yamato 86438,20th Century,1986.0,H4,Antarctica,Antarctica,2.05,1-10g,H4,Found,-71.5,35.66667
Yamato 86439,20th Century,1986.0,H4,Antarctica,Antarctica,1.34,1-10g,H4,Found,-71.5,35.66667
Yamato 86440,20th Century,1986.0,H4,Antarctica,Antarctica,1.68,1-10g,H4,Found,-71.5,35.66667
Yamato 86441,20th Century,1986.0,H4,Antarctica,Antarctica,2.8,1-10g,H4,Found,-71.5,35.66667
Yamato 86442,20th Century,1986.0,H4,Antarctica,Antarctica,1.99,1-10g,H4,Found,-71.5,35.66667
Yamato 86443,20th Century,1986.0,H4,Antarctica,Antarctica,1.92,1-10g,H4,Found,-71.5,35.66667
Yamato 86444,20th Century,1986.0,H4,Antarctica,Antarctica,1.61,1-10g,H4,Found,-71.5,35.66667
Yamato 86445,20th Century,1986.0,H4,Antarctica,Antarctica,1.51,1-10g,H4,Found,-71.5,35.66667
Yamato 86446,20th Century,1986.0,H4,Antarctica,Antarctica,1.95,1-10g,H4,Found,-71.5,35.66667
Yamato 86447,20th Century,1986.0,H4,Antarctica,Antarctica,1.08,1-10g,H4,Found,-71.5,35.66667
Yamato 86448,20th Century,1986.0,H4,Antarctica,Antarctica,1.53,1-10g,H4,Found,-71.5,35.66667
Yamato 86449,20th Century,1986.0,H4,Antarctica,Antarctica,0.93,<1g,H4,Found,-71.5,35.66667
Yamato 86450,20th Century,1986.0,H4,Antarctica,Antarctica,0.5,<1g,H4,Found,-71.5,35.66667
Yamato 86451,20th Century,1986.0,H4,Antarctica,Antarctica,2.52,1-10g,H4,Found,-71.5,35.66667
Yamato 86452,20th Century,1986.0,H4,Antarctica,Antarctica,2.49,1-10g,H4,Found,-71.5,35.66667
Yamato 86453,20th Century,1986.0,H4,Antarctica,Antarctica,2.63,1-10g,H4,Found,-71.5,35.66667
Yamato 86454,20th Century,1986.0,H4,Antarctica,Antarctica,1.66,1-10g,H4,Found,-71.5,35.66667
Yamato 86455,20th Century,1986.0,H4,Antarctica,Antarctica,1.58,1-10g,H4,Found,-71.5,35.66667
Yamato 86456,20th Century,1986.0,H4,Antarctica,Antarctica,0.76,<1g,H4,Found,-71.5,35.66667
Yamato 86457,20th Century,1986.0,H4,Antarctica,Antarctica,1.49,1-10g,H4,Found,-71.5,35.66667
Yamato 86458,20th Century,1986.0,H4,Antarctica,Antarctica,1.57,1-10g,H4,Found,-71.5,35.66667
Yamato 86459,20th Century,1986.0,H4,Antarctica,Antarctica,1.13,1-10g,H4,Found,-71.5,35.66667
Yamato 86460,20th Century,1986.0,H4,Antarctica,Antarctica,1.74,1-10g,H4,Found,-71.5,35.66667
Yamato 86461,20th Century,1986.0,H4,Antarctica,Antarctica,1.01,1-10g,H4,Found,-71.5,35.66667
Yamato 86462,20th Century,1986.0,H4,Antarctica,Antarctica,2.94,1-10g,H4,Found,-71.5,35.66667
Yamato 86463,20th Century,1986.0,H4,Antarctica,Antarctica,1.97,1-10g,H4,Found,-71.5,35.66667
Yamato 86464,20th Century,1986.0,H4,Antarctica,Antarctica,2.35,1-10g,H4,Found,-71.5,35.66667
Yamato 86465,20th Century,1986.0,H4,Antarctica,Antarctica,1.51,1-10g,H4,Found,-71.5,35.66667
Yamato 86466,20th Century,1986.0,H4,Antarctica,Antarctica,1.69,1-10g,H4,Found,-71.5,35.66667
Yamato 86467,20th Century,1986.0,H4,Antarctica,Antarctica,1.61,1-10g,H4,Found,-71.5,35.66667
Yamato 86468,20th Century,1986.0,H4,Antarctica,Antarctica,1.43,1-10g,H4,Found,-71.5,35.66667
Yamato 86469,20th Century,1986.0,H4,Antarctica,Antarctica,0.87,<1g,H4,Found,-71.5,35.66667
Yamato 86470,20th Century,1986.0,H4,Antarctica,Antarctica,0.82,<1g,H4,Found,-71.5,35.66667
Yamato 86471,20th Century,1986.0,H4,Antarctica,Antarctica,2.49,1-10g,H4,Found,-71.5,35.66667
Yamato 86472,20th Century,1986.0,H4,Antarctica,Antarctica,1.83,1-10g,H4,Found,-71.5,35.66667
Yamato 86473,20th Century,1986.0,H4,Antarctica,Antarctica,2.06,1-10g,H4,Found,-71.5,35.66667
Yamato 86474,20th Century,1986.0,H4,Antarctica,Antarctica,3.02,1-10g,H4,Found,-71.5,35.66667
Yamato 86475,20th Century,1986.0,H4,Antarctica,Antarctica,1.49,1-10g,H4,Found,-71.5,35.66667
Yamato 86476,20th Century,1986.0,H4,Antarctica,Antarctica,2.05,1-10g,H4,Found,-71.5,35.66667
Yamato 86477,20th Century,1986.0,H4,Antarctica,Antarctica,1.54,1-10g,H4,Found,-71.5,35.66667
Yamato 86478,20th Century,1986.0,H4,Antarctica,Antarctica,1.06,1-10g,H4,Found,-71.5,35.66667
Yamato 86479,20th Century,1986.0,H4,Antarctica,Antarctica,0.95,<1g,H4,Found,-71.5,35.66667
Yamato 86480,20th Century,1986.0,H4,Antarctica,Antarctica,0.89,<1g,H4,Found,-71.5,35.66667
Yamato 86481,20th Century,1986.0,H4,Antarctica,Antarctica,3.11,1-10g,H4,Found,-71.5,35.66667
Yamato 86482,20th Century,1986.0,H4,Antarctica,Antarctica,2.52,1-10g,H4,Found,-71.5,35.66667
Yamato 86483,20th Century,1986.0,H4,Antarctica,Antarctica,1.94,1-10g,H4,Found,-71.5,35.66667
Yamato 86484,20th Century,1986.0,H4,Antarctica,Antarctica,2.37,1-10g,H4,Found,-71.5,35.66667
Yamato 86485,20th Century,1986.0,H4,Antarctica,Antarctica,1.45,1-10g,H4,Found,-71.5,35.66667
Yamato 86486,20th Century,1986.0,H4,Antarctica,Antarctica,2.01,1-10g,H4,Found,-71.5,35.66667
Yamato 86487,20th Century,1986.0,H4,Antarctica,Antarctica,1.59,1-10g,H4,Found,-71.5,35.66667
Yamato 86488,20th Century,1986.0,H4,Antarctica,Antarctica,1.5,1-10g,H4,Found,-71.5,35.66667
Yamato 86489,20th Century,1986.0,H4,Antarctica,Antarctica,1.41,1-10g,H4,Found,-71.5,35.66667
Yamato 86490,20th Century,1986.0,H4,Antarctica,Antarctica,1.08,1-10g,H4,Found,-71.5,35.66667
Yamato 86491,20th Century,1986.0,H4,Antarctica,Antarctica,2.55,1-10g,H4,Found,-71.5,35.66667
Yamato 86492,20th Century,1986.0,H4,Antarctica,Antarctica,3.43,1-10g,H4,Found,-71.5,35.66667
Yamato 86493,20th Century,1986.0,H4,Antarctica,Antarctica,2.18,1-10g,H4,Found,-71.5,35.66667
Yamato 86494,20th Century,1986.0,H4,Antarctica,Antarctica,2.02,1-10g,H4,Found,-71.5,35.66667
Yamato 86495,20th Century,1986.0,H4,Antarctica,Antarctica,2.57,1-10g,H4,Found,-71.5,35.66667
Yamato 86496,20th Century,1986.0,H4,Antarctica,Antarctica,1.74,1-10g,H4,Found,-71.5,35.66667
Yamato 86497,20th Century,1986.0,H4,Antarctica,Antarctica,2.17,1-10g,H4,Found,-71.5,35.66667
Yamato 86498,20th Century,1986.0,H4,Antarctica,Antarctica,1.53,1-10g,H4,Found,-71.5,35.66667
Yamato 86499,20th Century,1986.0,H4,Antarctica,Antarctica,1.52,1-10g,H4,Found,-71.5,35.66667
Yamato 86500,20th Century,1986.0,H4,Antarctica,Antarctica,1.25,1-10g,H4,Found,-71.5,35.66667
Yamato 86501,20th Century,1986.0,H4,Antarctica,Antarctica,3.52,1-10g,H4,Found,-71.5,35.66667
Yamato 86502,20th Century,1986.0,H4,Antarctica,Antarctica,2.45,1-10g,H4,Found,-71.5,35.66667
Yamato 86503,20th Century,1986.0,H4,Antarctica,Antarctica,2.29,1-10g,H4,Found,-71.5,35.66667
Yamato 86504,20th Century,1986.0,H4,Antarctica,Antarctica,2.41,1-10g,H4,Found,-71.5,35.66667
Yamato 86505,20th Century,1986.0,H4,Antarctica,Antarctica,1.27,1-10g,H4,Found,-71.5,35.66667
Yamato 86506,20th Century,1986.0,H4,Antarctica,Antarctica,2.06,1-10g,H4,Found,-71.5,35.66667
Yamato 86507,20th Century,1986.0,H4,Antarctica,Antarctica,0.71,<1g,H4,Found,-71.5,35.66667
Yamato 86508,20th Century,1986.0,H4,Antarctica,Antarctica,0.64,<1g,H4,Found,-71.5,35.66667
Yamato 86509,20th Century,1986.0,H4,Antarctica,Antarctica,0.51,<1g,H4,Found,-71.5,35.66667
Yamato 86510,20th Century,1986.0,H4,Antarctica,Antarctica,0.65,<1g,H4,Found,-71.5,35.66667
Yamato 86511,20th Century,1986.0,H4,Antarctica,Antarctica,2.32,1-10g,H4,Found,-71.5,35.66667
Yamato 86512,20th Century,1986.0,H4,Antarctica,Antarctica,1.18,1-10g,H4,Found,-71.5,35.66667
Yamato 86513,20th Century,1986.0,H4,Antarctica,Antarctica,1.92,1-10g,H4,Found,-71.5,35.66667
Yamato 86514,20th Century,1986.0,H4,Antarctica,Antarctica,2.45,1-10g,H4,Found,-71.5,35.66667
Yamato 86515,20th Century,1986.0,H4,Antarctica,Antarctica,1.38,1-10g,H4,Found,-71.5,35.66667
Yamato 86516,20th Century,1986.0,H4,Antarctica,Antarctica,0.33,<1g,H4,Found,-71.5,35.66667
Yamato 86517,20th Century,1986.0,H4,Antarctica,Antarctica,1.48,1-10g,H4,Found,-71.5,35.66667
Yamato 86518,20th Century,1986.0,H4,Antarctica,Antarctica,1.72,1-10g,H4,Found,-71.5,35.66667
Yamato 86519,20th Century,1986.0,H4,Antarctica,Antarctica,1.96,1-10g,H4,Found,-71.5,35.66667
Yamato 86520,20th Century,1986.0,H4,Antarctica,Antarctica,2.0,1-10g,H4,Found,-71.5,35.66667
Yamato 86521,20th Century,1986.0,H4,Antarctica,Antarctica,2.65,1-10g,H4,Found,-71.5,35.66667
Yamato 86522,20th Century,1986.0,H4,Antarctica,Antarctica,2.99,1-10g,H4,Found,-71.5,35.66667
Yamato 86523,20th Century,1986.0,H4,Antarctica,Antarctica,1.24,1-10g,H4,Found,-71.5,35.66667
Yamato 86524,20th Century,1986.0,H4,Antarctica,Antarctica,0.96,<1g,H4,Found,-71.5,35.66667
Yamato 86525,20th Century,1986.0,H4,Antarctica,Antarctica,2.01,1-10g,H4,Found,-71.5,35.66667
Yamato 86526,20th Century,1986.0,H4,Antarctica,Antarctica,1.74,1-10g,H4,Found,-71.5,35.66667
Yamato 86527,20th Century,1986.0,H4,Antarctica,Antarctica,2.48,1-10g,H4,Found,-71.5,35.66667
Yamato 86528,20th Century,1986.0,H4,Antarctica,Antarctica,2.34,1-10g,H4,Found,-71.5,35.66667
Yamato 86529,20th Century,1986.0,H4,Antarctica,Antarctica,0.94,<1g,H4,Found,-71.5,35.66667
Yamato 86530,20th Century,1986.0,H4,Antarctica,Antarctica,1.11,1-10g,H4,Found,-71.5,35.66667
Yamato 86531,20th Century,1986.0,H4,Antarctica,Antarctica,2.45,1-10g,H4,Found,-71.5,35.66667
Yamato 86532,20th Century,1986.0,H4,Antarctica,Antarctica,1.82,1-10g,H4,Found,-71.5,35.66667
Yamato 86533,20th Century,1986.0,H4,Antarctica,Antarctica,1.73,1-10g,H4,Found,-71.5,35.66667
Yamato 86534,20th Century,1986.0,H4,Antarctica,Antarctica,2.15,1-10g,H4,Found,-71.5,35.66667
Yamato 86535,20th Century,1986.0,H4,Antarctica,Antarctica,1.17,1-10g,H4,Found,-71.5,35.66667
Yamato 86536,20th Century,1986.0,H4,Antarctica,Antarctica,1.99,1-10g,H4,Found,-71.5,35.66667
Yamato 86537,20th Century,1986.0,H4,Antarctica,Antarctica,2.03,1-10g,H4,Found,-71.5,35.66667
Yamato 86538,20th Century,1986.0,H4,Antarctica,Antarctica,1.42,1-10g,H4,Found,-71.5,35.66667
Yamato 86539,20th Century,1986.0,H4,Antarctica,Antarctica,1.36,1-10g,H4,Found,-71.5,35.66667
Yamato 86540,20th Century,1986.0,H4,Antarctica,Antarctica,2.12,1-10g,H4,Found,-71.5,35.66667
Yamato 86541,20th Century,1986.0,H4,Antarctica,Antarctica,2.64,1-10g,H4,Found,-71.5,35.66667
Yamato 86542,20th Century,1986.0,H4,Antarctica,Antarctica,2.1,1-10g,H4,Found,-71.5,35.66667
Yamato 86543,20th Century,1986.0,H4,Antarctica,Antarctica,1.11,1-10g,H4,Found,-71.5,35.66667
Yamato 86544,20th Century,1986.0,H4,Antarctica,Antarctica,1.57,1-10g,H4,Found,-71.5,35.66667
Yamato 86545,20th Century,1986.0,H4,Antarctica,Antarctica,1.96,1-10g,H4,Found,-71.5,35.66667
Yamato 86546,20th Century,1986.0,H4,Antarctica,Antarctica,0.42,<1g,H4,Found,-71.5,35.66667
Yamato 86547,20th Century,1986.0,H4,Antarctica,Antarctica,2.12,1-10g,H4,Found,-71.5,35.66667
Yamato 86548,20th Century,1986.0,H4,Antarctica,Antarctica,1.74,1-10g,H4,Found,-71.5,35.66667
Yamato 86549,20th Century,1986.0,H4,Antarctica,Antarctica,1.45,1-10g,H4,Found,-71.5,35.66667
Yamato 86550,20th Century,1986.0,H4,Antarctica,Antarctica,1.27,1-10g,H4,Found,-71.5,35.66667
Yamato 86551,20th Century,1986.0,H4,Antarctica,Antarctica,1.16,1-10g,H4,Found,-71.5,35.66667
Yamato 86552,20th Century,1986.0,H4,Antarctica,Antarctica,0.85,<1g,H4,Found,-71.5,35.66667
Yamato 86553,20th Century,1986.0,H4,Antarctica,Antarctica,2.34,1-10g,H4,Found,-71.5,35.66667
Yamato 86554,20th Century,1986.0,H4,Antarctica,Antarctica,1.35,1-10g,H4,Found,-71.5,35.66667
Yamato 86555,20th Century,1986.0,H4,Antarctica,Antarctica,0.64,<1g,H4,Found,-71.5,35.66667
Yamato 86556,20th Century,1986.0,H4,Antarctica,Antarctica,1.1,1-10g,H4,Found,-71.5,35.66667
Yamato 86557,20th Century,1986.0,H4,Antarctica,Antarctica,0.66,<1g,H4,Found,-71.5,35.66667
Yamato 86558,20th Century,1986.0,H4,Antarctica,Antarctica,1.23,1-10g,H4,Found,-71.5,35.66667
Yamato 86559,20th Century,1986.0,H4,Antarctica,Antarctica,1.0,<1g,H4,Found,-71.5,35.66667
Yamato 86560,20th Century,1986.0,H4,Antarctica,Antarctica,1.32,1-10g,H4,Found,-71.5,35.66667
Yamato 86561,20th Century,1986.0,H4,Antarctica,Antarctica,2.06,1-10g,H4,Found,-71.5,35.66667
Yamato 86562,20th Century,1986.0,H4,Antarctica,Antarctica,1.68,1-10g,H4,Found,-71.5,35.66667
Yamato 86563,20th Century,1986.0,H4,Antarctica,Antarctica,1.21,1-10g,H4,Found,-71.5,35.66667
Yamato 86564,20th Century,1986.0,H4,Antarctica,Antarctica,0.64,<1g,H4,Found,-71.5,35.66667
Yamato 86565,20th Century,1986.0,H4,Antarctica,Antarctica,1.25,1-10g,H4,Found,-71.5,35.66667
Yamato 86566,20th Century,1986.0,H4,Antarctica,Antarctica,0.8,<1g,H4,Found,-71.5,35.66667
Yamato 86567,20th Century,1986.0,H4,Antarctica,Antarctica,2.03,1-10g,H4,Found,-71.5,35.66667
Yamato 86568,20th Century,1986.0,H4,Antarctica,Antarctica,1.12,1-10g,H4,Found,-71.5,35.66667
Yamato 86569,20th Century,1986.0,H4,Antarctica,Antarctica,0.98,<1g,H4,Found,-71.5,35.66667
Yamato 86570,20th Century,1986.0,H4,Antarctica,Antarctica,0.76,<1g,H4,Found,-71.5,35.66667
Yamato 86571,20th Century,1986.0,H4,Antarctica,Antarctica,1.0,<1g,H4,Found,-71.5,35.66667
Yamato 86572,20th Century,1986.0,H4,Antarctica,Antarctica,2.62,1-10g,H4,Found,-71.5,35.66667
Yamato 86573,20th Century,1986.0,H4,Antarctica,Antarctica,1.79,1-10g,H4,Found,-71.5,35.66667
Yamato 86574,20th Century,1986.0,H4,Antarctica,Antarctica,1.66,1-10g,H4,Found,-71.5,35.66667
Yamato 86575,20th Century,1986.0,H4,Antarctica,Antarctica,2.03,1-10g,H4,Found,-71.5,35.66667
Yamato 86576,20th Century,1986.0,H4,Antarctica,Antarctica,2.06,1-10g,H4,Found,-71.5,35.66667
Yamato 86577,20th Century,1986.0,H4,Antarctica,Antarctica,1.25,1-10g,H4,Found,-71.5,35.66667
Yamato 86578,20th Century,1986.0,H4,Antarctica,Antarctica,1.21,1-10g,H4,Found,-71.5,35.66667
Yamato 86579,20th Century,1986.0,H4,Antarctica,Antarctica,1.0,<1g,H4,Found,-71.5,35.66667
Yamato 86580,20th Century,1986.0,H4,Antarctica,Antarctica,1.09,1-10g,H4,Found,-71.5,35.66667
Yamato 86581,20th Century,1986.0,H4,Antarctica,Antarctica,1.17,1-10g,H4,Found,-71.5,35.66667
Yamato 86582,20th Century,1986.0,H4,Antarctica,Antarctica,1.78,1-10g,H4,Found,-71.5,35.66667
Yamato 86583,20th Century,1986.0,H4,Antarctica,Antarctica,1.93,1-10g,H4,Found,-71.5,35.66667
Yamato 86584,20th Century,1986.0,H4,Antarctica,Antarctica,1.5,1-10g,H4,Found,-71.5,35.66667
Yamato 86585,20th Century,1986.0,H4,Antarctica,Antarctica,1.59,1-10g,H4,Found,-71.5,35.66667
Yamato 86586,20th Century,1986.0,H4,Antarctica,Antarctica,1.91,1-10g,H4,Found,-71.5,35.66667
Yamato 86587,20th Century,1986.0,H4,Antarctica,Antarctica,1.33,1-10g,H4,Found,-71.5,35.66667
Yamato 86588,20th Century,1986.0,H4,Antarctica,Antarctica,0.93,<1g,H4,Found,-71.5,35.66667
Yamato 86589,20th Century,1986.0,H4,Antarctica,Antarctica,1.33,1-10g,H4,Found,-71.5,35.66667
Yamato 86590,20th Century,1986.0,H4,Antarctica,Antarctica,0.66,<1g,H4,Found,-71.5,35.66667
Yamato 86591,20th Century,1986.0,H4,Antarctica,Antarctica,1.87,1-10g,H4,Found,-71.5,35.66667
Yamato 86592,20th Century,1986.0,H4,Antarctica,Antarctica,2.67,1-10g,H4,Found,-71.5,35.66667
Yamato 86593,20th Century,1986.0,H4,Antarctica,Antarctica,2.76,1-10g,H4,Found,-71.5,35.66667
Yamato 86594,20th Century,1986.0,H4,Antarctica,Antarctica,2.29,1-10g,H4,Found,-71.5,35.66667
Yamato 86595,20th Century,1986.0,H4,Antarctica,Antarctica,3.41,1-10g,H4,Found,-71.5,35.66667
Yamato 86596,20th Century,1986.0,H4,Antarctica,Antarctica,1.84,1-10g,H4,Found,-71.5,35.66667
Yamato 86597,20th Century,1986.0,H4,Antarctica,Antarctica,3.12,1-10g,H4,Found,-71.5,35.66667
Yamato 86598,20th Century,1986.0,H4,Antarctica,Antarctica,2.09,1-10g,H4,Found,-71.5,35.66667
Yamato 86599,20th Century,1986.0,H4,Antarctica,Antarctica,1.48,1-10g,H4,Found,-71.5,35.66667
Yamato 86600,20th Century,1986.0,H4,Antarctica,Antarctica,1.49,1-10g,H4,Found,-71.5,35.66667
Yamato 86601,20th Century,1986.0,H4,Antarctica,Antarctica,1.44,1-10g,H4,Found,-71.5,35.66667
Yamato 86602,20th Century,1986.0,H4,Antarctica,Antarctica,2.04,1-10g,H4,Found,-71.5,35.66667
Yamato 86603,20th Century,1986.0,H4,Antarctica,Antarctica,1.45,1-10g,H4,Found,-71.5,35.66667
Yamato 86604,20th Century,1986.0,H4,Antarctica,Antarctica,1.64,1-10g,H4,Found,-71.5,35.66667
Yamato 86605,20th Century,1986.0,H4,Antarctica,Antarctica,1.61,1-10g,H4,Found,-71.5,35.66667
Yamato 86606,20th Century,1986.0,H4,Antarctica,Antarctica,0.7,<1g,H4,Found,-71.5,35.66667
Yamato 86607,20th Century,1986.0,H4,Antarctica,Antarctica,1.33,1-10g,H4,Found,-71.5,35.66667
Yamato 86608,20th Century,1986.0,H4,Antarctica,Antarctica,1.22,1-10g,H4,Found,-71.5,35.66667
Yamato 86609,20th Century,1986.0,H4,Antarctica,Antarctica,1.27,1-10g,H4,Found,-71.5,35.66667
Yamato 86610,20th Century,1986.0,H4,Antarctica,Antarctica,1.01,1-10g,H4,Found,-71.5,35.66667
Yamato 86611,20th Century,1986.0,H4,Antarctica,Antarctica,0.97,<1g,H4,Found,-71.5,35.66667
