name,year_period,year,recclass,continent,country,mass_cleaned,mass_bin,recclass_clean,fall,reclat,reclong
Grove Mountains 050245,21st Century,2006.0,H6,Antarctica,Antarctica,3.2,1-10g,H6,Found,-72.98972,75.26167
Grove Mountains 050250,21st Century,2006.0,L6,Antarctica,Antarctica,2.93,1-10g,L6,Found,-72.98389,75.24667
Grove Mountains 050252,21st Century,2006.0,L5,Antarctica,Antarctica,1.8,1-10g,L5,Found,-72.98389,75.2466
Grove Mountains 050257,21st Century,2006.0,L5,Antarctica,Antarctica,0.5,<1g,L5,Found,-72.98389,75.2466
Grove Mountains 050258,21st Century,2006.0,L6,Antarctica,Antarctica,0.5,<1g,L6,Found,-72.98389,75.24667
Grove Mountains 050384,21st Century,2006.0,CM2,Antarctica,Antarctica,0.76,<1g,CARBONACEOUS,Found,-72.888056,75.205833
Grove Mountains 050385,21st Century,2006.0,L5,Antarctica,Antarctica,6.72,1-10g,L5,Found,-72.95944,75.22667
Grove Mountains 050387,21st Century,2006.0,H4,Antarctica,Antarctica,31.69,10-100g,H4,Found,-72.93917,75.28861
Grove Mountains 050388,21st Century,2006.0,H5,Antarctica,Antarctica,174.56,100-1kg,H5,Found,-72.93689,75.2974
Grove Mountains 050389,21st Century,2006.0,H5,Antarctica,Antarctica,6.34,1-10g,H5,Found,-72.93722,75.29722
Grove Mountains 050390,21st Century,2006.0,H4,Antarctica,Antarctica,7.05,1-10g,H4,Found,-72.98944,75.23
Grove Mountains 050391,21st Century,2006.0,L6,Antarctica,Antarctica,2.18,1-10g,L6,Found,-72.959722,75.221667
Grove Mountains 050392,21st Century,2006.0,H5,Antarctica,Antarctica,0.5,<1g,H5,Found,-72.97778,75.19583
Grove Mountains 050395,21st Century,2006.0,L6,Antarctica,Antarctica,6.06,1-10g,L6,Found,-73.00139,75.205
Grove Mountains 050396,21st Century,2006.0,L5,Antarctica,Antarctica,3.88,1-10g,L5,Found,-72.9875,75.261667
Grove Mountains 050398,21st Century,2006.0,L6,Antarctica,Antarctica,11.05,10-100g,L6,Found,-72.98583,75.26028
Grove Mountains 050399,21st Century,2006.0,L6,Antarctica,Antarctica,8.7,1-10g,L6,Found,-72.985833,75.260278
Grove Mountains 050401,21st Century,2006.0,H4,Antarctica,Antarctica,21.32,10-100g,H4,Found,-72.98306,75.29028
Grove Mountains 050403,21st Century,2006.0,L5,Antarctica,Antarctica,15.61,10-100g,L5,Found,-72.99111,75.22972
Grove Mountains 050404,21st Century,2006.0,H3 ,Antarctica,Antarctica,10.55,10-100g,H3,Found,-72.98333,75.28611
Grove Mountains 050405,21st Century,2006.0,L5,Antarctica,Antarctica,6.51,1-10g,L5,Found,-72.99528,75.18528
Grove Mountains 050406,21st Century,2006.0,H5,Antarctica,Antarctica,4.98,1-10g,H5,Found,-72.99528,75.2744
Grove Mountains 050407,21st Century,2006.0,H4 ,Antarctica,Antarctica,2.93,1-10g,H4,Found,-72.99611,75.27417
Grove Mountains 050408,21st Century,2006.0,H5,Antarctica,Antarctica,2.41,1-10g,H5,Found,-72.99361,75.27361
Grove Mountains 050411,21st Century,2006.0,H4,Antarctica,Antarctica,4.11,1-10g,H4,Found,-72.98361,75.28583
Grove Mountains 050412,21st Century,2006.0,H5,Antarctica,Antarctica,2.47,1-10g,H5,Found,-72.98611,75.21
Grove Mountains 050414,21st Century,2006.0,H5,Antarctica,Antarctica,1.54,1-10g,H5,Found,-72.986667,75.183889
Grove Mountains 050417,21st Century,2006.0,L6,Antarctica,Antarctica,12.54,10-100g,L6,Found,-72.985,75.23389
Grove Mountains 050418,21st Century,2006.0,L5,Antarctica,Antarctica,0.81,<1g,L5,Found,-72.98389,75.24556
Grove Mountains 050426,21st Century,2006.0,L6,Antarctica,Antarctica,0.51,<1g,L6,Found,-72.98389,75.24556
Grove Mountains 050429,21st Century,2006.0,L6 ,Antarctica,Antarctica,0.5,<1g,L6,Found,-72.98389,75.24556
Grove Mountains 050579,21st Century,2006.0,L6,Antarctica,Antarctica,2.43,1-10g,L6,Found,-72.998611,75.236111
Grove Mountains 050613,21st Century,2006.0,H5,Antarctica,Antarctica,12.5,10-100g,H5,Found,-72.98389,75.2456
Grove Mountains 050702,21st Century,2006.0,L5,Antarctica,Antarctica,2.26,1-10g,L5,Found,-72.983889,75.245556
Grove Mountains 050724,21st Century,2006.0,L4,Antarctica,Antarctica,0.51,<1g,L4,Found,-72.98389,75.24556
Grove Mountains 050726,21st Century,2006.0,L5,Antarctica,Antarctica,0.51,<1g,L5,Found,-72.98389,75.24556
Grove Mountains 050728,21st Century,2006.0,L6 ,Antarctica,Antarctica,0.5,<1g,L6,Found,-72.98389,75.24556
Grove Mountains 051009,21st Century,2006.0,L6,Antarctica,Antarctica,0.5,<1g,L6,Found,-72.98389,75.24556
Grove Mountains 051018,21st Century,2006.0,L6,Antarctica,Antarctica,0.51,<1g,L6,Found,-72.98389,75.24556
Grove Mountains 051092,21st Century,2006.0,H5,Antarctica,Antarctica,1.29,1-10g,H5,Found,-72.984167,75.245278
Grove Mountains 051094,21st Century,2006.0,L6,Antarctica,Antarctica,1.18,1-10g,L6,Found,-72.98417,75.24528
Grove Mountains 051104,21st Century,2006.0,L6,Antarctica,Antarctica,0.51,<1g,L6,Found,-72.98417,75.24528
Grove Mountains 051106,21st Century,2006.0,L6,Antarctica,Antarctica,0.5,<1g,L6,Found,-72.98417,75.24528
Grove Mountains 051218,21st Century,2006.0,H5,Antarctica,Antarctica,1.82,1-10g,H5,Found,-72.98389,75.24556
Grove Mountains 051219,21st Century,2006.0,H6,Antarctica,Antarctica,1.76,1-10g,H6,Found,-72.983889,75.245556
Grove Mountains 051220,21st Century,2006.0,L5,Antarctica,Antarctica,1.4,1-10g,L5,Found,-72.983889,75.245556
Grove Mountains 051221,21st Century,2006.0,L5,Antarctica,Antarctica,1.39,1-10g,L5,Found,-72.984,75.2456
Grove Mountains 051236,21st Century,2006.0,L6,Antarctica,Antarctica,0.51,<1g,L6,Found,-72.98389,75.24556
Grove Mountains 051523,21st Century,2006.0,Eucrite-mmict,Antarctica,Antarctica,0.8,<1g,ACHONDRITE,Found,-72.935,75.31417
Grove Mountains 051524,21st Century,2006.0,H4,Antarctica,Antarctica,262.0,100-1kg,H4,Found,-72.999722,75.209722
Grove Mountains 051525,21st Century,2006.0,H5,Antarctica,Antarctica,163.69,100-1kg,H5,Found,-72.93278,75.32167
Grove Mountains 051529,21st Century,2006.0,L5,Antarctica,Antarctica,24.36,10-100g,L5,Found,-72.93833,75.29028
Grove Mountains 051531,21st Century,2006.0,H5,Antarctica,Antarctica,2.87,1-10g,H5,Found,-72.948889,75.319167
Grove Mountains 051532,21st Century,2006.0,H5,Antarctica,Antarctica,4680.0,1-10kg,H5,Found,-72.935556,75.313056
Grove Mountains 051533,21st Century,2006.0,H5,Antarctica,Antarctica,12.26,10-100g,H5,Found,-72.93389,75.30972
Grove Mountains 051534,21st Century,2006.0,H5,Antarctica,Antarctica,3.2,1-10g,H5,Found,-72.93694,75.29444
Grove Mountains 051535,21st Century,2006.0,L5,Antarctica,Antarctica,29.64,10-100g,L5,Found,-72.94083,75.29583
Grove Mountains 051536,21st Century,2006.0,H4,Antarctica,Antarctica,44.31,10-100g,H4,Found,-72.93528,75.32194
Grove Mountains 051537,21st Century,2006.0,H4,Antarctica,Antarctica,20.49,10-100g,H4,Found,-73.017222,75.255556
Grove Mountains 051542,21st Century,2006.0,H6,Antarctica,Antarctica,12.76,10-100g,H6,Found,-72.935278,75.321944
Grove Mountains 051547,21st Century,2006.0,H4,Antarctica,Antarctica,8.25,1-10g,H4,Found,-72.93528,75.32194
Grove Mountains 051549,21st Century,2006.0,H5,Antarctica,Antarctica,5.2,1-10g,H5,Found,-72.935278,75.321944
Grove Mountains 051550,21st Century,2006.0,H4,Antarctica,Antarctica,2.43,1-10g,H4,Found,-73.01,75.227778
Grove Mountains 051552,21st Century,2006.0,H4,Antarctica,Antarctica,1.55,1-10g,H4,Found,-72.935278,75.321944
Grove Mountains 051562,21st Century,2006.0,L6 ,Antarctica,Antarctica,21.7,10-100g,L6,Found,-72.93528,75.31944
Grove Mountains 051563,21st Century,2006.0,H4,Antarctica,Antarctica,6.78,1-10g,H4,Found,-72.93528,75.31944
Grove Mountains 051564,21st Century,2006.0,H3,Antarctica,Antarctica,47.92,10-100g,H3,Found,-73.016111,75.186111
Grove Mountains 051565,21st Century,2006.0,H6,Antarctica,Antarctica,22.63,10-100g,H6,Found,-72.935,75.314167
Grove Mountains 051566,21st Century,2006.0,H4,Antarctica,Antarctica,16.83,10-100g,H4,Found,-72.93083,75.34194
Grove Mountains 051569,21st Century,2006.0,H4,Antarctica,Antarctica,13.98,10-100g,H4,Found,-72.93389,75.28861
Grove Mountains 051574,21st Century,2006.0,H4,Antarctica,Antarctica,1.44,1-10g,H4,Found,-72.9325,75.34972
Grove Mountains 051575,21st Century,2006.0,H5,Antarctica,Antarctica,3.27,1-10g,H5,Found,-72.929444,75.338611
Grove Mountains 051576,21st Century,2006.0,H4,Antarctica,Antarctica,0.5,<1g,H4,Found,-72.9325,75.32833
Grove Mountains 051581,21st Century,2006.0,H5,Antarctica,Antarctica,2.16,1-10g,H5,Found,-72.998889,75.197222
Grove Mountains 051582,21st Century,2006.0,L6,Antarctica,Antarctica,1.32,1-10g,L6,Found,-72.93,75.342222
Grove Mountains 051586,21st Century,2006.0,L5,Antarctica,Antarctica,20.94,10-100g,L5,Found,-72.93528,75.32
Grove Mountains 051587,21st Century,2006.0,H4,Antarctica,Antarctica,26.62,10-100g,H4,Found,-72.935,75.31917
Grove Mountains 051588,21st Century,2006.0,L5,Antarctica,Antarctica,4.05,1-10g,L5,Found,-72.9375,75.3075
Grove Mountains 051590,21st Century,2006.0,L6,Antarctica,Antarctica,2.21,1-10g,L6,Found,-72.93611,75.31639
Grove Mountains 051592,21st Century,2006.0,H4,Antarctica,Antarctica,10.32,10-100g,H4,Found,-72.93528,75.31889
Grove Mountains 051593,21st Century,2006.0,H6,Antarctica,Antarctica,5.18,1-10g,H6,Found,-72.935278,75.319722
Grove Mountains 051595,21st Century,2006.0,H4,Antarctica,Antarctica,19.61,10-100g,H4,Found,-72.93889,75.29333
Grove Mountains 051596,21st Century,2006.0,L5,Antarctica,Antarctica,8.31,1-10g,L5,Found,-72.94056,75.28306
Grove Mountains 051597,21st Century,2006.0,L5,Antarctica,Antarctica,4.02,1-10g,L5,Found,-72.94056,75.28306
Grove Mountains 051599,21st Century,2006.0,H5,Antarctica,Antarctica,7.21,1-10g,H5,Found,-72.93361,75.30889
Grove Mountains 051601,21st Century,2006.0,H4,Antarctica,Antarctica,52.51,10-100g,H4,Found,-72.934167,75.32
Grove Mountains 051603,21st Century,2006.0,H4,Antarctica,Antarctica,11.69,10-100g,H4,Found,-72.93417,75.32
Grove Mountains 051605,21st Century,2006.0,H5,Antarctica,Antarctica,4.22,1-10g,H5,Found,-72.93417,75.32
Grove Mountains 051606,21st Century,2006.0,H5 ,Antarctica,Antarctica,2.16,1-10g,H5,Found,-72.93417,75.32
Grove Mountains 051608,21st Century,2006.0,H4,Antarctica,Antarctica,1.32,1-10g,H4,Found,-72.934167,75.32
Grove Mountains 051610,21st Century,2006.0,L6,Antarctica,Antarctica,7.56,1-10g,L6,Found,-72.93778,75.31417
Grove Mountains 051611,21st Century,2006.0,H6,Antarctica,Antarctica,8.72,1-10g,H6,Found,-72.9375,75.31417
Grove Mountains 051612,21st Century,2006.0,H5,Antarctica,Antarctica,462.6,100-1kg,H5,Found,-72.82944,75.27861
Grove Mountains 051616,21st Century,2006.0,H5,Antarctica,Antarctica,6.06,1-10g,H5,Found,-72.93778,75.31389
Grove Mountains 051618,21st Century,2006.0,L6,Antarctica,Antarctica,161.77,100-1kg,L6,Found,-72.77778,75.32806
Grove Mountains 051619,21st Century,2006.0,L4,Antarctica,Antarctica,188.02,100-1kg,L4,Found,-72.78111,75.31222
Grove Mountains 051620,21st Century,2006.0,L5,Antarctica,Antarctica,183.73,100-1kg,L5,Found,-72.78061,75.3091
Grove Mountains 051621,21st Century,2006.0,L6,Antarctica,Antarctica,11.57,10-100g,L6,Found,-72.78028,75.3175
Grove Mountains 051622,21st Century,2006.0,L5,Antarctica,Antarctica,233.0,100-1kg,L5,Found,-72.994444,75.205556
Grove Mountains 051627,21st Century,2006.0,L6,Antarctica,Antarctica,172.52,100-1kg,L6,Found,-72.77889,75.31694
Grove Mountains 051629,21st Century,2006.0,L6,Antarctica,Antarctica,103.37,100-1kg,L6,Found,-72.78083,75.32083
Grove Mountains 051630,21st Century,2006.0,L6,Antarctica,Antarctica,78.56999999999998,10-100g,L6,Found,-72.77972,75.33333
Grove Mountains 051631,21st Century,2006.0,L6,Antarctica,Antarctica,71.28,10-100g,L6,Found,-72.77944,75.32389
Grove Mountains 051632,21st Century,2006.0,L6,Antarctica,Antarctica,81.52,10-100g,L6,Found,-72.77944,75.3275
Grove Mountains 051633,21st Century,2006.0,L5,Antarctica,Antarctica,35.23,10-100g,L5,Found,-72.77806,75.32722
Grove Mountains 051634,21st Century,2006.0,L5,Antarctica,Antarctica,50.69,10-100g,L5,Found,-72.778611,75.327222
Grove Mountains 051635,21st Century,2006.0,L5,Antarctica,Antarctica,27.62,10-100g,L5,Found,-72.78,75.32472
Grove Mountains 051636,21st Century,2006.0,L5,Antarctica,Antarctica,79.7,10-100g,L5,Found,-72.77917,75.31944
Grove Mountains 051638,21st Century,2006.0,L5,Antarctica,Antarctica,146.39,100-1kg,L5,Found,-72.77889,75.31694
Grove Mountains 051639,21st Century,2006.0,L6,Antarctica,Antarctica,47.78,10-100g,L6,Found,-72.778611,75.321111
Grove Mountains 051641,21st Century,2006.0,L6,Antarctica,Antarctica,27.95,10-100g,L6,Found,-72.7775,75.32889
Grove Mountains 051643,21st Century,2006.0,L5,Antarctica,Antarctica,31.07,10-100g,L5,Found,-72.994167,75.205278
Grove Mountains 051644,21st Century,2006.0,H6,Antarctica,Antarctica,28.45,10-100g,H6,Found,-72.778611,75.331111
Grove Mountains 051648,21st Century,2006.0,L6,Antarctica,Antarctica,56.18,10-100g,L6,Found,-72.78,75.32
Grove Mountains 051649,21st Century,2006.0,L6,Antarctica,Antarctica,28.72,10-100g,L6,Found,-72.781111,75.320833
Grove Mountains 051651,21st Century,2006.0,L6,Antarctica,Antarctica,22.92,10-100g,L6,Found,-72.77917,75.3275
Grove Mountains 051652,21st Century,2006.0,L5,Antarctica,Antarctica,13.33,10-100g,L5,Found,-72.77944,75.32389
Grove Mountains 051653,21st Century,2006.0,L5,Antarctica,Antarctica,16.31,10-100g,L5,Found,-72.78088,75.319
Grove Mountains 051656,21st Century,2006.0,L5,Antarctica,Antarctica,2.46,1-10g,L5,Found,-72.77972,75.32694
Grove Mountains 051657,21st Century,2006.0,L4,Antarctica,Antarctica,2.81,1-10g,L4,Found,-72.77972,75.32972
Grove Mountains 051658,21st Century,2006.0,L4,Antarctica,Antarctica,2.59,1-10g,L4,Found,-72.778611,75.321111
Grove Mountains 051659,21st Century,2006.0,L5,Antarctica,Antarctica,2.07,1-10g,L5,Found,-72.77972,75.33083
Grove Mountains 051660,21st Century,2006.0,L6,Antarctica,Antarctica,1.59,1-10g,L6,Found,-72.778611,75.327222
Grove Mountains 051662,21st Century,2006.0,H5,Antarctica,Antarctica,2.13,1-10g,H5,Found,-72.77944,75.32361
Grove Mountains 051664,21st Century,2006.0,L6 ,Antarctica,Antarctica,4.94,1-10g,L6,Found,-72.77806,75.32306
Grove Mountains 051668,21st Century,2006.0,L5,Antarctica,Antarctica,1.54,1-10g,L5,Found,-72.999167,75.227778
Grove Mountains 051669,21st Century,2006.0,L6,Antarctica,Antarctica,1.98,1-10g,L6,Found,-72.77778,75.31833
Grove Mountains 051670,21st Century,2006.0,L6,Antarctica,Antarctica,1.33,1-10g,L6,Found,-72.779444,75.329722
Grove Mountains 051674,21st Century,2006.0,L5,Antarctica,Antarctica,50.22,10-100g,L5,Found,-72.78028,75.32028
Grove Mountains 051675,21st Century,2006.0,L6,Antarctica,Antarctica,28.06,10-100g,L6,Found,-72.778889,75.329722
Grove Mountains 051680,21st Century,2006.0,L6,Antarctica,Antarctica,22.17,10-100g,L6,Found,-72.78028,75.31472
Grove Mountains 051685,21st Century,2006.0,L6,Antarctica,Antarctica,18.57,10-100g,L6,Found,-72.78083,75.30917
Grove Mountains 051686,21st Century,2006.0,L6 ,Antarctica,Antarctica,12.2,10-100g,L6,Found,-72.77889,75.315
Grove Mountains 051691,21st Century,2006.0,L5,Antarctica,Antarctica,8.51,1-10g,L5,Found,-72.997222,75.219444
Grove Mountains 051694,21st Century,2006.0,L6,Antarctica,Antarctica,21.98,10-100g,L6,Found,-72.778611,75.333333
Grove Mountains 051700,21st Century,2006.0,L6,Antarctica,Antarctica,15.67,10-100g,L6,Found,-72.7775,75.33
Grove Mountains 051706,21st Century,2006.0,L4,Antarctica,Antarctica,20.43,10-100g,L4,Found,-72.780278,75.326389
Grove Mountains 051707,21st Century,2006.0,L5,Antarctica,Antarctica,15.3,10-100g,L5,Found,-72.78056,75.32583
Grove Mountains 051708,21st Century,2006.0,L5,Antarctica,Antarctica,6.5,1-10g,L5,Found,-72.77972,75.31611
Grove Mountains 051716,21st Century,2006.0,L6,Antarctica,Antarctica,11.95,10-100g,L6,Found,-72.777778,75.326944
Grove Mountains 051718,21st Century,2006.0,L6,Antarctica,Antarctica,12.42,10-100g,L6,Found,-72.7775,75.32889
Grove Mountains 051719,21st Century,2006.0,L6,Antarctica,Antarctica,11.68,10-100g,L6,Found,-72.77778,75.32694
Grove Mountains 051721,21st Century,2006.0,L5,Antarctica,Antarctica,7.22,1-10g,L5,Found,-72.994444,75.216667
Grove Mountains 051727,21st Century,2006.0,L6,Antarctica,Antarctica,2.25,1-10g,L6,Found,-72.778333,75.333333
Grove Mountains 051728,21st Century,2006.0,L6,Antarctica,Antarctica,1.3,1-10g,L6,Found,-72.778611,75.332778
Grove Mountains 051733,21st Century,2006.0,L5,Antarctica,Antarctica,2.18,1-10g,L5,Found,-72.77833,75.31833
Grove Mountains 051734,21st Century,2006.0,L4,Antarctica,Antarctica,1.76,1-10g,L4,Found,-72.977222,75.260278
Grove Mountains 051735,21st Century,2006.0,L6,Antarctica,Antarctica,1.38,1-10g,L6,Found,-72.77833,75.31833
Grove Mountains 051738,21st Century,2006.0,H4,Antarctica,Antarctica,2.22,1-10g,H4,Found,-72.77611,75.33361
Grove Mountains 051739,21st Century,2006.0,L5,Antarctica,Antarctica,345.0,100-1kg,L5,Found,-72.78,75.32028
Grove Mountains 051741,21st Century,2006.0,L6,Antarctica,Antarctica,94.1,10-100g,L6,Found,-72.77833,75.3175
Grove Mountains 051744,21st Century,2006.0,L6,Antarctica,Antarctica,6.22,1-10g,L6,Found,-72.77833,75.3175
Grove Mountains 051745,21st Century,2006.0,L6,Antarctica,Antarctica,11.53,10-100g,L6,Found,-72.77833,75.3175
Grove Mountains 051752,21st Century,2006.0,L6,Antarctica,Antarctica,47.61,10-100g,L6,Found,-72.781111,75.305278
Grove Mountains 051754,21st Century,2006.0,L6,Antarctica,Antarctica,14.14,10-100g,L6,Found,-72.78111,75.30528
Grove Mountains 051756,21st Century,2006.0,L6,Antarctica,Antarctica,12.62,10-100g,L6,Found,-72.781111,75.305278
Grove Mountains 051759,21st Century,2006.0,L6,Antarctica,Antarctica,4.02,1-10g,L6,Found,-72.78111,75.30528
Grove Mountains 051760,21st Century,2006.0,L6,Antarctica,Antarctica,221.0,100-1kg,L6,Found,-72.77861,75.3175
Grove Mountains 051763,21st Century,2006.0,L5,Antarctica,Antarctica,31.46,10-100g,L5,Found,-72.778611,75.3175
Grove Mountains 051764,21st Century,2006.0,L5,Antarctica,Antarctica,20.92,10-100g,L5,Found,-72.77861,75.3175
Grove Mountains 051766,21st Century,2006.0,L6 ,Antarctica,Antarctica,6.89,1-10g,L6,Found,-72.77861,75.31778
Grove Mountains 051767,21st Century,2006.0,L6,Antarctica,Antarctica,9.33,1-10g,L6,Found,-72.778611,75.317778
Grove Mountains 051768,21st Century,2006.0,L6,Antarctica,Antarctica,4.94,1-10g,L6,Found,-72.77861,75.31778
Grove Mountains 051770,21st Century,2006.0,L6,Antarctica,Antarctica,493.0,100-1kg,L6,Found,-72.77944,75.3125
Grove Mountains 051771,21st Century,2006.0,L6,Antarctica,Antarctica,294.0,100-1kg,L6,Found,-72.77889,75.3275
Grove Mountains 051772,21st Century,2006.0,L5,Antarctica,Antarctica,291.0,100-1kg,L5,Found,-72.78111,75.30611
Grove Mountains 051773,21st Century,2006.0,L5,Antarctica,Antarctica,41.21,10-100g,L5,Found,-72.77778,75.32139
Grove Mountains 051775,21st Century,2006.0,L6,Antarctica,Antarctica,8.75,1-10g,L6,Found,-72.77806,75.32167
Grove Mountains 051777,21st Century,2006.0,L5,Antarctica,Antarctica,3.9,1-10g,L5,Found,-72.77778,75.32139
Grove Mountains 051779,21st Century,2006.0,H5,Antarctica,Antarctica,12.22,10-100g,H5,Found,-72.77778,75.32139
Grove Mountains 051780,21st Century,2006.0,L5,Antarctica,Antarctica,1.6,1-10g,L5,Found,-72.9775,75.260833
Grove Mountains 051783,21st Century,2006.0,L6 ,Antarctica,Antarctica,15.89,10-100g,L6,Found,-72.78083,75.305
Grove Mountains 051785,21st Century,2006.0,L6,Antarctica,Antarctica,137.11,100-1kg,L6,Found,-72.77917,75.32917
Grove Mountains 051792,21st Century,2006.0,L5,Antarctica,Antarctica,3.88,1-10g,L5,Found,-72.77833,75.31833
Grove Mountains 051793,21st Century,2006.0,L6,Antarctica,Antarctica,2.61,1-10g,L6,Found,-72.778056,75.335833
Grove Mountains 051795,21st Century,2006.0,L5 ,Antarctica,Antarctica,33.75,10-100g,L5,Found,-72.77806,75.31833
Grove Mountains 051796,21st Century,2006.0,L5 ,Antarctica,Antarctica,13.22,10-100g,L5,Found,-72.78139,75.31889
Grove Mountains 051797,21st Century,2006.0,L6,Antarctica,Antarctica,8.14,1-10g,L6,Found,-72.77889,75.33278
Grove Mountains 051801,21st Century,2006.0,L6 ,Antarctica,Antarctica,2.77,1-10g,L6,Found,-72.78028,75.32333
Grove Mountains 051804,21st Century,2006.0,L5,Antarctica,Antarctica,44.15,10-100g,L5,Found,-72.77917,75.32361
Grove Mountains 051808,21st Century,2006.0,L5,Antarctica,Antarctica,12.58,10-100g,L5,Found,-72.77917,75.32833
Grove Mountains 051814,21st Century,2006.0,L6,Antarctica,Antarctica,11.9,10-100g,L6,Found,-72.779444,75.312778
Grove Mountains 051816,21st Century,2006.0,L5,Antarctica,Antarctica,4.1,1-10g,L5,Found,-72.77944,75.31972
Grove Mountains 051820,21st Century,2006.0,L6,Antarctica,Antarctica,1.76,1-10g,L6,Found,-72.981389,75.263889
Grove Mountains 051822,21st Century,2006.0,L5,Antarctica,Antarctica,0.7,<1g,L5,Found,-72.778333,75.323056
Grove Mountains 051824,21st Century,2006.0,L6,Antarctica,Antarctica,2.48,1-10g,L6,Found,-72.778611,75.332778
Grove Mountains 051833,21st Century,2006.0,L5,Antarctica,Antarctica,75.4,10-100g,L5,Found,-72.78,75.311944
Grove Mountains 051835,21st Century,2006.0,L6,Antarctica,Antarctica,47.64,10-100g,L6,Found,-72.78,75.311944
Grove Mountains 051844,21st Century,2006.0,L6,Antarctica,Antarctica,22.21,10-100g,L6,Found,-72.98,75.258889
Grove Mountains 051845,21st Century,2006.0,L5,Antarctica,Antarctica,19.47,10-100g,L5,Found,-72.78,75.31194
Grove Mountains 052111,21st Century,2006.0,L6,Antarctica,Antarctica,2.17,1-10g,L6,Found,-72.78,75.327222
Grove Mountains 051848,21st Century,2006.0,L6,Antarctica,Antarctica,19.61,10-100g,L6,Found,-72.77972,75.31194
Grove Mountains 051849,21st Century,2006.0,L5,Antarctica,Antarctica,16.51,10-100g,L5,Found,-72.78,75.31194
Grove Mountains 051854,21st Century,2006.0,L6,Antarctica,Antarctica,9.29,1-10g,L6,Found,-72.78,75.311944
Grove Mountains 051856,21st Century,2006.0,L5,Antarctica,Antarctica,6.82,1-10g,L5,Found,-72.78,75.31194
Grove Mountains 051862,21st Century,2006.0,L6,Antarctica,Antarctica,1823.0,1-10kg,L6,Found,-72.775,75.33611
Grove Mountains 051863,21st Century,2006.0,L6,Antarctica,Antarctica,882.0,100-1kg,L6,Found,-72.775556,75.334167
Grove Mountains 051864,21st Century,2006.0,L6,Antarctica,Antarctica,432.0,100-1kg,L6,Found,-72.979167,75.262778
Grove Mountains 051867,21st Century,2006.0,L6,Antarctica,Antarctica,144.35,100-1kg,L6,Found,-72.77722,75.32972
Grove Mountains 051869,21st Century,2006.0,L5 ,Antarctica,Antarctica,118.69,100-1kg,L5,Found,-72.78111,75.32833
Grove Mountains 051872,21st Century,2006.0,L5,Antarctica,Antarctica,76.18,10-100g,L5,Found,-72.780556,75.308056
Grove Mountains 051874,21st Century,2006.0,L6,Antarctica,Antarctica,44.93,10-100g,L6,Found,-72.77944,75.32944
Grove Mountains 051875,21st Century,2006.0,L6,Antarctica,Antarctica,28.1,10-100g,L6,Found,-72.77972,75.33083
Grove Mountains 051878,21st Century,2006.0,L6,Antarctica,Antarctica,27.71,10-100g,L6,Found,-72.77889,75.33194
Grove Mountains 051879,21st Century,2006.0,L5,Antarctica,Antarctica,32.28,10-100g,L5,Found,-72.780556,75.331389
Grove Mountains 051880,21st Century,2006.0,L6,Antarctica,Antarctica,21.49,10-100g,L6,Found,-72.77889,75.32083
Grove Mountains 051881,21st Century,2006.0,L6,Antarctica,Antarctica,22.14,10-100g,L6,Found,-72.780278,75.331389
Grove Mountains 051882,21st Century,2006.0,L6,Antarctica,Antarctica,20.71,10-100g,L6,Found,-72.77972,75.32778
Grove Mountains 051883,21st Century,2006.0,L6,Antarctica,Antarctica,29.11,10-100g,L6,Found,-72.778889,75.331389
Grove Mountains 051884,21st Century,2006.0,L6,Antarctica,Antarctica,30.75,10-100g,L6,Found,-72.78133,75.3204
Grove Mountains 051886,21st Century,2006.0,L5,Antarctica,Antarctica,16.75,10-100g,L5,Found,-72.78028,75.31028
Grove Mountains 051888,21st Century,2006.0,L5,Antarctica,Antarctica,27.17,10-100g,L5,Found,-72.78167,75.31833
Grove Mountains 051889,21st Century,2006.0,L6,Antarctica,Antarctica,19.08,10-100g,L6,Found,-72.78028,75.33
Grove Mountains 051893,21st Century,2006.0,L6,Antarctica,Antarctica,16.34,10-100g,L6,Found,-72.78093,75.313
Grove Mountains 051894,21st Century,2006.0,L4,Antarctica,Antarctica,13.38,10-100g,L4,Found,-72.77861,75.32583
Grove Mountains 051895,21st Century,2006.0,L6,Antarctica,Antarctica,16.46,10-100g,L6,Found,-72.78056,75.32306
Grove Mountains 051897,21st Century,2006.0,L6,Antarctica,Antarctica,8.59,1-10g,L6,Found,-72.980556,75.258333
Grove Mountains 051898,21st Century,2006.0,L6,Antarctica,Antarctica,7.14,1-10g,L6,Found,-72.7775,75.33083
Grove Mountains 051900,21st Century,2006.0,L6,Antarctica,Antarctica,8.71,1-10g,L6,Found,-72.780278,75.319167
Grove Mountains 051901,21st Century,2006.0,L6,Antarctica,Antarctica,8.2,1-10g,L6,Found,-72.7818,75.3187
Grove Mountains 051902,21st Century,2006.0,L6,Antarctica,Antarctica,10.58,10-100g,L6,Found,-72.78167,75.32889
Grove Mountains 051904,21st Century,2006.0,L6,Antarctica,Antarctica,6.48,1-10g,L6,Found,-72.78153,75.3171
Grove Mountains 051908,21st Century,2006.0,L6,Antarctica,Antarctica,5.12,1-10g,L6,Found,-72.78056,75.32972
Grove Mountains 051911,21st Century,2006.0,L6,Antarctica,Antarctica,6.74,1-10g,L6,Found,-72.77861,75.315
